sales,profit,shipping_cost,unit_price,quantity,discount,heavy_discount_regions,non_profitable_regions,more_qty,cluster
1068.9840000000004,391.944,143.58,152.71200000000005,7,0.1,0,0,1,1
717.8399999999998,243.84,143.07,89.72999999999998,8,0.0,0,0,1,1
860.8950000000002,143.32500000000005,142.19,122.985,7,0.1,0,0,1,1
2290.140000000001,559.7399999999999,141.54,572.5350000000002,4,0.1,0,0,1,1
33.52,3.3519999999999985,3.2,16.76,2,0.2,0,0,0,2
1727.4600000000007,690.8999999999999,140.88,123.39,14,0.0,0,0,1,1
447.3,174.42000000000004,140.11,74.55,6,0.0,0,0,1,1
742.336,83.5127999999999,241.86,92.792,8,0.2,0,0,1,1
1063.44,63.63,139.07,151.92000000000004,7,0.0,0,0,1,1
539.97,134.9925,54.33,179.99,3,0.0,0,0,1,1
336.24,73.92,137.667,84.06,4,0.0,0,0,1,1
1696.64,220.56,137.60399999999998,424.16,4,0.0,0,0,1,1
956.025,-153.015,136.9,478.0125000000001,2,0.25,0,0,0,2
209.97,58.7916,17.37,69.99,3,0.0,0,0,1,1
696.192,121.83200000000002,135.153,348.096,2,0.2,0,0,0,2
556.6,22.200000000000006,134.57999999999998,111.32,5,0.0,0,0,1,1
1356.72,433.92,134.33,169.59,8,0.0,0,0,1,1
1334.64,373.68,133.84,166.82999999999996,8,0.0,0,0,1,1
1629.4500000000005,-153.36,132.82,543.1500000000002,3,0.15,0,0,1,1
1109.556,143.556,132.79,554.778,2,0.15,0,0,0,2
578.502,-38.56800000000001,131.81,578.502,1,0.1,0,0,0,2
105.584,9.238600000000003,12.63,52.792,2,0.2,0,0,0,2
68.72000000000001,-14.603000000000005,5.69,34.36000000000001,2,0.2,0,0,0,2
1703.7599999999998,681.4399999999998,131.04000000000002,425.94,4,0.0,0,0,1,1
678.96,129.0,130.35,169.74,4,0.0,0,0,1,1
343.0970999999999,45.4671,129.81,114.3657,3,0.17,0,0,1,1
1285.56,527.0400000000002,129.632,428.52,3,0.0,0,0,1,1
355.725,41.80499999999999,129.39,118.575,3,0.15,0,0,1,1
1271.9699999999998,368.82000000000005,129.37,141.32999999999996,9,0.0,0,0,1,1
1277.82,-0.07999999999992724,129.153,255.56400000000002,5,0.4,0,0,1,1
1621.9530000000002,534.2130000000001,128.26,540.6510000000002,3,0.15,0,0,1,1
921.375,-172.125,128.01,102.375,9,0.25,0,0,1,1
55.188,-10.117800000000004,4.88,27.594,2,0.4,0,0,0,2
490.5,156.96000000000004,126.8,81.75,6,0.0,0,0,1,1
739.4399999999998,125.64,125.37799999999999,82.16,9,0.0,0,0,1,1
178.384,22.29799999999997,20.62,89.19200000000002,2,0.2,0,0,0,2
793.5879,238.9779,124.42,113.3697,7,0.17,0,0,1,1
496.584,-289.836,122.65,82.764,6,0.4,0,0,1,1
1008.0,433.44,122.39,126.0,8,0.0,0,0,1,1
66.97600000000001,6.697600000000001,9.66,9.568,7,0.2,0,0,1,1
716.1,343.6500000000001,120.72,143.22,5,0.0,0,0,1,1
383.96,38.396000000000015,45.79,76.792,5,0.2,0,0,1,1
831.1122,59.99219999999993,119.31,138.5187,6,0.17,0,0,1,1
580.7199999999998,40.6,119.149,82.96,7,0.0,0,0,1,1
413.64,198.54,119.06,137.88,3,0.0,0,0,1,1
201.584,15.118800000000007,54.51,100.792,2,0.2,0,0,0,2
659.5400000000002,151.62,118.42399999999999,94.22,7,0.0,0,0,1,1
546.0,60.0,117.24,136.5,4,0.0,0,0,1,1
628.1099999999999,213.36,116.41,89.72999999999998,7,0.0,0,0,1,1
197.97,57.41129999999999,20.24,65.99,3,0.0,0,0,1,1
71.96,25.186,9.74,14.392000000000001,5,0.2,0,0,1,1
1019.904,-408.01600000000013,115.81199999999998,254.97600000000003,4,0.4,0,0,1,1
532.7699999999999,111.72,115.66,76.10999999999999,7,0.0,0,0,1,1
1725.0570000000002,306.65699999999987,115.38,575.0190000000001,3,0.1,0,0,1,1
413.37,115.74,114.66,137.79,3,0.0,0,0,1,1
387.396,31.896000000000008,114.52,64.56599999999999,6,0.15,0,0,1,1
645.2774999999998,75.87750000000003,113.86,129.0555,5,0.15,0,0,1,1
359.235,11.835,113.45,71.847,5,0.1,0,0,1,1
682.5,197.85,113.33,136.5,5,0.0,0,0,1,1
766.8000000000003,-421.7400000000002,112.53,255.60000000000005,3,0.4,0,0,1,1
1040.22,405.54,111.81,173.37,6,0.0,0,0,1,1
870.24,295.88,111.754,435.12,2,0.0,0,0,0,2
583.9200000000002,251.04,111.689,97.32,6,0.0,0,0,1,1
770.3063999999998,9.266399999999948,111.35,128.3844,6,0.17,0,0,1,1
785.9100000000002,-18.54000000000002,111.08,157.18200000000004,5,0.15,0,0,1,1
485.85600000000005,-81.02400000000003,110.514,60.732000000000006,8,0.4,0,0,1,1
1022.2560000000001,-0.06400000000003274,110.365,255.56400000000002,4,0.4,0,0,1,1
1813.5000000000007,145.08,109.95,139.50000000000003,13,0.0,0,0,1,1
1431.4725,-343.5975,109.86,477.1575,3,0.25,0,0,1,1
1591.1100000000006,364.23,109.8,530.3700000000001,3,0.17,0,0,1,1
1000.98,9.9,109.339,111.22,9,0.0,0,0,1,1
765.0,-153.0,109.25,382.5,2,0.4,0,0,0,2
583.9200000000002,-58.560000000000066,109.14,72.99000000000002,8,0.5,0,0,1,1
1100.16,164.88,109.11,183.36,6,0.0,0,0,1,1
271.9,78.85099999999997,62.54,135.95,2,0.0,0,0,0,2
955.5,276.99,108.73,136.5,7,0.0,0,0,1,1
1000.98,280.26,108.48,166.82999999999996,6,0.0,0,0,1,1
655.3499999999998,72.0,108.11,131.07,5,0.0,0,0,1,1
1168.83,46.71,107.88,129.87,9,0.0,0,0,1,1
82.78200000000002,-15.176700000000006,8.36,27.594000000000005,3,0.4,0,0,1,1
965.58,376.53,107.06,137.94,7,0.0,0,0,1,1
1277.8200000000004,-357.90000000000015,105.57,319.4550000000001,4,0.5,0,0,1,1
616.1999999999998,36.9,105.5,123.23999999999998,5,0.0,0,0,1,1
1744.64,17.44,105.342,436.16,4,0.0,0,0,1,1
664.2,26.4,105.33,66.42,10,0.0,0,0,1,1
1549.2959999999996,-438.984,105.19,387.324,4,0.4,0,0,1,1
201.584,12.599000000000006,33.25,100.792,2,0.2,0,0,0,2
84.78399999999999,-20.136200000000006,19.42,42.391999999999996,2,0.2,0,0,0,2
2171.3,390.8,104.759,434.2600000000001,5,0.0,0,0,1,1
228.33,70.74000000000002,103.93,76.10999999999999,3,0.0,0,0,1,1
292.2,119.76,103.63,73.05,4,0.0,0,0,1,1
785.0880000000001,52.30799999999999,103.36,392.54400000000004,2,0.4,0,0,0,2
773.4000000000002,46.35,103.15,154.68,5,0.0,0,0,1,1
538.2400000000001,-107.68000000000004,103.124,67.28000000000002,8,0.2,0,0,1,1
22.0,1.375,4.17,4.4,5,0.2,0,0,1,1
830.8800000000001,324.0,102.86,92.32,9,0.0,0,0,1,1
985.2,78.72,102.77,123.15,8,0.0,0,0,1,1
759.6000000000001,258.15000000000003,102.18,151.92000000000004,5,0.0,0,0,1,1
910.98,227.7,101.88,151.82999999999996,6,0.0,0,0,1,1
772.7759999999997,-257.60400000000004,101.759,257.5919999999999,3,0.4,0,0,1,1
596.4,101.28,101.74,74.55,8,0.0,0,0,1,1
780.1650000000002,320.7150000000001,101.56,156.03300000000004,5,0.1,0,0,1,1
946.3439999999999,118.29299999999986,52.9,135.192,7,0.2,0,0,1,1
361.376,27.1032,30.81,180.688,2,0.2,0,0,0,2
2171.6,65.1,100.902,434.32,5,0.0,0,0,1,1
52.67999999999999,19.755,6.26,17.56,3,0.2,0,0,1,1
100.792,10.079200000000009,5.96,100.792,1,0.2,0,0,0,2
683.5784999999997,-24.271499999999968,100.32,62.14349999999999,11,0.15,0,0,1,1
246.48,14.76,99.98,123.24,2,0.0,0,0,0,2
457.7616,-82.83840000000002,99.87,114.4404,4,0.17,0,0,1,1
410.184,150.264,99.73,68.36399999999999,6,0.1,0,0,1,1
448.48,49.28,99.398,112.12,4,0.0,0,0,1,1
1112.208,379.42800000000005,99.39,556.104,2,0.15,0,0,0,2
607.2,103.2,99.139,121.44,5,0.0,0,0,1,1
1128.735,112.725,98.88,125.41500000000002,9,0.1,0,0,1,1
425.56950000000006,-0.04049999999999443,98.8,141.8565,3,0.15,0,0,1,1
271.96,67.99000000000001,20.19,67.99,4,0.0,0,0,1,1
383.84,47.97999999999999,13.23,95.96,4,0.2,0,0,1,1
292.8,67.32000000000001,97.973,48.8,6,0.0,0,0,1,1
333.78,83.4,97.456,111.26,3,0.0,0,0,1,1
461.6,180.0,97.2,92.32,5,0.0,0,0,1,1
1302.9599999999996,39.06,97.064,434.32,3,0.0,0,0,1,1
252.18,42.84,96.53,126.09,2,0.0,0,0,0,2
500.49,35.01,96.51,166.82999999999996,3,0.0,0,0,1,1
776.7900000000002,129.35999999999996,96.14,110.97,7,0.1,0,0,1,1
418.44599999999997,69.63600000000001,95.89,59.77800000000001,7,0.1,0,0,1,1
716.1,35.7,95.7,143.22,5,0.0,0,0,1,1
863.31,301.98,95.58,123.33,7,0.0,0,0,1,1
271.96,27.196,19.23,54.392,5,0.2,0,0,1,1
249.58400000000003,31.197999999999986,15.66,124.79200000000002,2,0.2,0,0,0,2
682.95,116.1,95.02,136.59,5,0.0,0,0,1,1
1285.38,-308.5799999999998,94.89,321.345,4,0.5,0,0,1,1
887.9760000000001,246.456,94.65,110.99700000000001,8,0.1,0,0,1,1
910.35,200.25,94.57,182.07,5,0.0,0,0,1,1
9.99,4.5954,1.99,9.99,1,0.0,0,0,0,2
246.6,61.62,94.38,123.3,2,0.0,0,0,0,2
850.0,119.0,94.056,425.0,2,0.0,0,0,0,2
364.14,171.11999999999995,93.28299999999999,121.38,3,0.0,0,0,1,1
1168.44,443.94,92.34,166.92000000000004,7,0.0,0,0,1,1
79.96,7.996000000000006,10.37,15.992,5,0.2,0,0,1,1
95.984,5.999000000000002,9.23,47.992,2,0.2,0,0,0,2
1100.16,175.86,92.07,183.36,6,0.0,0,0,1,1
706.6499999999999,204.90000000000003,91.65,141.32999999999996,5,0.0,0,0,1,1
504.36,65.52,91.34,168.12,3,0.0,0,0,1,1
740.3400000000001,296.1,91.34,123.39000000000004,6,0.0,0,0,1,1
868.64,26.04,90.972,434.32,2,0.0,0,0,0,2
245.514,2.8740000000000023,90.96,122.757,2,0.15,0,0,0,2
397.89,19.89,90.95,132.63,3,0.0,0,0,1,1
1092.72,305.76,90.91,136.59,8,0.0,0,0,1,1
672.72,60.48,90.65,168.18,4,0.0,0,0,1,1
620.055,124.00499999999998,90.63,124.01100000000001,5,0.1,0,0,1,1
504.07559999999984,12.075599999999996,90.47,126.01889999999996,4,0.17,0,0,1,1
1109.16,498.96,90.41,123.23999999999998,9,0.0,0,0,1,1
159.96800000000005,-31.993600000000033,12.65,39.992,4,0.2,0,0,1,1
1700.0,238.0,89.932,425.0,4,0.0,0,0,1,1
520.11,202.77,89.92,173.37,3,0.0,0,0,1,1
910.35,200.25,89.77,182.07,5,0.0,0,0,1,1
88.77600000000002,7.767900000000001,6.04,29.592,3,0.2,0,0,1,1
667.5600000000002,153.48,89.64,166.89,4,0.0,0,0,1,1
956.13,162.54,89.01,136.59,7,0.0,0,0,1,1
1000.98,280.26,88.72,166.82999999999996,6,0.0,0,0,1,1
1744.64,17.44,88.51,436.16,4,0.0,0,0,1,1
1274.7000000000005,293.16,88.45,424.90000000000015,3,0.0,0,0,1,1
327.12,-39.269999999999975,88.45,327.12,1,0.5,0,0,0,2
2447.55,228.29999999999973,88.29,489.5100000000001,5,0.25,0,0,1,1
667.9200000000002,153.60000000000005,88.22,166.98000000000005,4,0.0,0,0,1,1
550.0799999999998,82.44,87.77,183.36,3,0.0,0,0,1,1
447.264,-298.176,87.65799999999999,55.908,8,0.4,0,0,1,1
709.0274999999998,-100.22249999999997,87.47,141.8055,5,0.15,0,0,1,1
191.976,19.197599999999994,25.37,63.992,3,0.2,0,0,1,1
214.455,17.655,87.03,107.2275,2,0.15,0,0,0,2
59.18400000000001,5.178600000000001,6.76,29.592,2,0.2,0,0,0,2
910.8,355.19999999999993,85.45,182.16,5,0.0,0,0,1,1
1466.88,219.84,85.35,183.36,8,0.0,0,0,1,1
364.14,80.1,44.6,182.07,2,0.0,0,0,0,2
848.0799999999998,330.72,85.07300000000002,424.04,2,0.0,0,0,0,2
410.8,69.8,85.03399999999999,82.16,5,0.0,0,0,1,1
622.2,124.35,84.81,124.44,5,0.0,0,0,1,1
546.0,60.0,84.8,136.5,4,0.0,0,0,1,1
1626.1920000000002,121.9644,245.6,180.688,9,0.2,0,0,1,1
302.376,22.678200000000015,18.56,100.792,3,0.2,0,0,1,1
365.283,-61.67700000000001,84.38,60.88049999999999,6,0.17,0,0,1,1
655.452,240.252,84.31,163.863,4,0.1,0,0,1,1
275.58,77.16,83.73,137.79,2,0.0,0,0,0,2
201.584,12.599000000000006,28.16,100.792,2,0.2,0,0,0,2
554.76,0.0,83.22,184.92,3,0.0,0,0,1,1
1679.96,125.99700000000007,175.16,335.99199999999996,5,0.2,0,0,1,1
849.9200000000002,135.95999999999998,83.039,424.96,2,0.0,0,0,0,2
261.48,107.16,82.96,65.37,4,0.0,0,0,1,1
319.968,35.99639999999995,24.01,79.992,4,0.2,0,0,1,1
756.54,128.51999999999998,82.55,126.09,6,0.0,0,0,1,1
546.5880000000001,91.068,82.54,136.64700000000002,4,0.1,0,0,1,1
449.874,69.89399999999999,82.37,74.979,6,0.1,0,0,1,1
765.0,-331.5,82.17699999999998,255.0,3,0.4,0,0,1,1
43.6,4.360000000000001,1.39,8.72,5,0.2,0,0,1,1
357.36479999999995,124.8048,81.76,59.56079999999999,6,0.17,0,0,1,1
589.8149999999998,-259.605,81.69,65.535,9,0.5,0,0,1,1
1277.82,511.07999999999987,81.66499999999998,425.94,3,0.0,0,0,1,1
764.8200000000003,-216.72000000000008,81.611,254.94000000000003,3,0.4,0,0,1,1
345.0,86.25,22.07,69.0,5,0.0,0,0,1,1
766.8000000000003,-421.7400000000002,81.507,255.60000000000005,3,0.4,0,0,1,1
257.98,74.8142,15.58,128.99,2,0.0,0,0,0,2
428.4765,10.06649999999999,79.91,142.8255,3,0.15,0,0,1,1
1056.1086,-127.27140000000004,79.87,528.0543,2,0.17,0,0,0,2
773.7975,63.69750000000002,79.79,154.7595,5,0.15,0,0,1,1
83.72,23.441600000000005,4.31,11.96,7,0.0,0,0,1,1
500.94000000000005,115.20000000000002,79.59,166.98000000000005,3,0.0,0,0,1,1
163.908,16.368000000000006,79.084,54.636,3,0.4,0,0,1,1
1305.36,443.82000000000005,78.941,435.12,3,0.0,0,0,1,1
444.20400000000006,148.04399999999995,78.88,111.05100000000002,4,0.1,0,0,1,1
916.2720000000003,81.43200000000002,78.86,152.71200000000005,6,0.1,0,0,1,1
439.74000000000007,153.9,78.76100000000001,48.86000000000001,9,0.0,0,0,1,1
910.6,118.2,78.49600000000002,91.06,10,0.0,0,0,1,1
461.89999999999986,101.6,78.476,92.37999999999998,5,0.0,0,0,1,1
692.8499999999998,228.6,78.24,138.57,5,0.0,0,0,1,1
587.4119999999999,104.412,78.0,587.4119999999999,1,0.1,0,0,0,2
528.66,-253.79999999999995,77.79,88.11,6,0.5,0,0,1,1
577.6800000000002,75.0,77.45,144.42000000000004,4,0.0,0,0,1,1
836.64,342.9000000000001,76.97,139.44,6,0.0,0,0,1,1
143.64,10.772999999999987,16.43,15.96,9,0.2,0,0,1,1
415.44,170.28000000000003,76.71,138.48,3,0.0,0,0,1,1
1912.32,-204.00000000000009,76.63,478.08,4,0.25,0,0,1,1
1744.64,17.44,76.55,436.16,4,0.0,0,0,1,1
987.12,335.52,76.53,123.39,8,0.0,0,0,1,1
788.868,-83.59200000000001,76.34,131.47799999999998,6,0.15,0,0,1,1
353.76,141.48,76.08,88.44,4,0.0,1,1,1,3
916.41,192.39,75.64,83.31,11,0.0,0,0,1,1
309.36,18.54,75.59,154.68,2,0.0,0,0,0,2
969.36,38.64,75.14,138.48,7,0.0,0,0,1,1
352.43999999999994,59.88000000000001,74.96000000000002,117.47999999999998,3,0.0,0,0,1,1
656.9100000000002,-65.88000000000011,74.87,72.99000000000002,9,0.5,0,0,1,1
672.48,87.36,74.85,168.12,4,0.0,0,0,1,1
754.7579999999998,201.25799999999998,74.85,125.793,6,0.1,0,0,1,1
413.37,115.74,74.73,137.79,3,0.0,0,0,1,1
458.13600000000014,167.97600000000003,74.56,152.71200000000005,3,0.1,0,0,1,1
339.9600000000001,42.494999999999955,33.44,67.992,5,0.2,0,0,1,1
450.441,105.021,74.36,150.14700000000002,3,0.1,0,0,1,1
735.1560000000001,-0.3240000000000123,74.35,61.263000000000005,12,0.1,0,0,1,1
756.8100000000003,210.21,74.33,151.36200000000005,5,0.1,0,0,1,1
1629.2205000000006,402.4304999999998,74.3,543.0735000000002,3,0.15,0,0,1,1
838.6199999999999,176.03999999999996,74.29,139.76999999999998,6,0.0,0,0,1,1
689.408,77.55839999999998,26.61,172.352,4,0.2,0,0,1,1
38.27200000000001,3.827200000000001,2.03,9.568,4,0.2,0,0,1,1
294.72900000000004,83.16900000000003,73.71,147.3645,2,0.15,0,0,0,2
166.27499999999995,-69.975,73.68,33.254999999999995,5,0.5,0,0,1,1
493.56000000000006,197.4,73.56,123.39,4,0.0,1,1,1,3
231.132,-16.428000000000004,73.55,57.783,4,0.15,0,0,1,1
262.14,5.22,73.45700000000002,87.38,3,0.0,0,0,1,1
360.3915,-21.208499999999987,73.33,120.13049999999998,3,0.15,0,0,1,1
578.4209999999998,32.121000000000016,73.32,578.4209999999998,1,0.1,0,0,0,2
604.908,47.02799999999999,73.18,151.227,4,0.1,0,0,1,1
453.4788,136.5588,73.08,113.3697,4,0.17,0,0,1,1
299.98,83.99440000000001,12.55,149.99,2,0.0,0,0,0,2
292.43999999999994,35.04,72.72,73.10999999999999,4,0.0,0,0,1,1
41.9,11.732000000000001,2.82,20.95,2,0.0,0,0,0,2
1275.12,497.28,72.69,182.16,7,0.0,0,0,1,1
1215.36,413.04,72.55,151.92000000000004,8,0.0,0,0,1,1
587.79,264.33,72.37,65.31,9,0.0,0,0,1,1
907.2,110.88,72.35,113.4,8,0.1,0,0,1,1
339.19199999999995,-62.20799999999997,72.28,84.79799999999999,4,0.4,0,0,1,1
520.11,202.77,72.25,173.37,3,0.0,0,0,1,1
429.6,176.0,72.189,53.7,8,0.0,0,0,1,1
772.7760000000001,-25.764000000000124,72.08,386.38800000000003,2,0.4,0,0,0,2
437.94000000000005,-113.94000000000004,72.04,72.99000000000002,6,0.5,0,0,1,1
1116.36,368.34,71.37,79.74,14,0.0,1,1,1,3
195.39,46.89,71.34,65.13,3,0.0,0,0,1,1
596.4,101.28,71.07,74.55,8,0.0,0,0,1,1
480.52199999999993,-28.27799999999999,71.07,120.13049999999998,4,0.15,0,0,1,1
